"Transportation type","Area from","Area to","Vehicle Type","Departure time",km,Duration,Note,Enabled,"Vehicle rack price","Vehicle net price","Adult rack price","Adult net price","Kid rack price","Kid net price",Tax,Addons,Extras,"Regular time range enabled","Range start Regular time range","Range end Regular time range","Rack price Regular time range","Net price Regular time range","Tax Regular time range","Flight pick-up time range enabled","Range start Flight pick-up time range","Range end Flight pick-up time range","Rack price Flight pick-up time range","Net price Flight pick-up time range","Tax Flight pick-up time range","Flight drop-off time range enabled","Range start Flight drop-off time range","Range end Flight drop-off time range","Rack price Flight drop-off time range","Net price Flight drop-off time range","Tax Flight drop-off time range"
"Private shuttles",Alajeula,Parrita,"Hyundai H-1",,128,2.5,,1,170,145,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Parrita,"Toyota HIACE",,128,2.5,,1,215,170,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Parrita,"Mercedes Sprinter",,128,2.5,,1,275,200,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Paso Canoas","Toyota Coaster",,341,7,,1,600,500,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Paso Canoas","Hyundai H-1",,341,7,,1,395,350,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Paso Canoas","Toyota HIACE",,341,7,,1,440,375,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Paso Canoas","Mercedes Sprinter",,341,7,,1,525,450,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Peace Lodge","Toyota Coaster",,36,1,,1,280,180,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Peace Lodge","Hyundai H-1",,36,1,,1,100,70,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Peace Lodge","Toyota HIACE",,36,1,,1,145,95,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Peace Lodge","Mercedes Sprinter",,36,1,,1,185,110,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Penas Blancas (Nicaragua Border)","Toyota Coaster",,274,6,,1,550,450,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Penas Blancas (Nicaragua Border)","Hyundai H-1",,274,6,,1,295,270,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Penas Blancas (Nicaragua Border)","Toyota HIACE",,274,6,,1,340,295,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Penas Blancas (Nicaragua Border)","Mercedes Sprinter",,274,6,,1,425,350,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Planet Hollywood Resort","Toyota Coaster",,239,4,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Planet Hollywood Resort","Hyundai H-1",,239,4,,1,260,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Planet Hollywood Resort","Toyota HIACE",,239,4,,1,305,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Planet Hollywood Resort","Mercedes Sprinter",,239,4,,1,385,310,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Avellanas, Guanacaste","Toyota Coaster",,245,4,,1,500,400,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Avellanas, Guanacaste","Hyundai H-1",,245,4,,1,280,245,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Avellanas, Guanacaste","Toyota HIACE",,245,4,,1,325,270,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Avellanas, Guanacaste","Mercedes Sprinter",,245,4,,1,395,320,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Azul, Guanacaste","Toyota Coaster",,259,4.5,,1,500,400,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Azul, Guanacaste","Hyundai H-1",,259,4.5,,1,285,250,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Azul, Guanacaste","Toyota HIACE",,259,4.5,,1,330,275,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Azul, Guanacaste","Mercedes Sprinter",,259,4.5,,1,405,330,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Brasilito, Guanacaste","Toyota Coaster",,259,4.5,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Brasilito, Guanacaste","Hyundai H-1",,259,4.5,,1,250,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Brasilito, Guanacaste","Toyota HIACE",,259,4.5,,1,295,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Brasilito, Guanacaste","Mercedes Sprinter",,259,4.5,,1,385,310,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Coyote","Toyota Coaster",,237,5.5,,1,500,400,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Coyote","Hyundai H-1",,237,5.5,,1,280,240,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Coyote","Toyota HIACE",,237,5.5,,1,325,265,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Coyote","Mercedes Sprinter",,237,5.5,,1,395,320,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa del Coco, Guanacaste","Toyota Coaster",,232,4,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa del Coco, Guanacaste","Hyundai H-1",,232,4,,1,250,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa del Coco, Guanacaste","Toyota HIACE",,232,4,,1,295,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa del Coco, Guanacaste","Mercedes Sprinter",,232,4,,1,375,300,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Flamingo, Guanacaste","Toyota Coaster",,262,4.5,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Flamingo, Guanacaste","Hyundai H-1",,262,4.5,,1,250,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Flamingo, Guanacaste","Toyota HIACE",,262,4.5,,1,295,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Flamingo, Guanacaste","Mercedes Sprinter",,262,4.5,,1,385,310,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Grande, Guanacaste","Toyota Coaster",,266,4.5,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Grande, Guanacaste","Hyundai H-1",,266,4.5,,1,250,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Grande, Guanacaste","Toyota HIACE",,266,4.5,,1,295,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Grande, Guanacaste","Mercedes Sprinter",,266,4.5,,1,375,300,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Guiones","Toyota Coaster",,243,5,,1,500,400,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Guiones","Hyundai H-1",,243,5,,1,285,245,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Guiones","Toyota HIACE",,243,5,,1,330,270,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Guiones","Mercedes Sprinter",,243,5,,1,405,330,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Hermosa, Guanacaste","Toyota Coaster",,231,4,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Hermosa, Guanacaste","Hyundai H-1",,231,4,,1,250,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Hermosa, Guanacaste","Toyota HIACE",,231,4,,1,295,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Hermosa, Guanacaste","Mercedes Sprinter",,231,4,,1,375,300,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Hermosa, Puntarenas","Toyota Coaster",,94,1.5,,1,310,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Hermosa, Puntarenas","Hyundai H-1",,94,1.5,,1,135,100,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Hermosa, Puntarenas","Toyota HIACE",,94,1.5,,1,180,125,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Hermosa, Puntarenas","Mercedes Sprinter",,94,1.5,,1,235,160,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Junquillal","Toyota Coaster",,243,4,,1,500,400,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Junquillal","Hyundai H-1",,243,4,,1,260,220,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Junquillal","Toyota HIACE",,243,4,,1,305,245,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Junquillal","Mercedes Sprinter",,243,4,,1,395,320,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Negra","Toyota Coaster",,246,4,,1,500,400,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Negra","Hyundai H-1",,246,4,,1,260,220,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Negra","Toyota HIACE",,246,4,,1,305,245,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Negra","Mercedes Sprinter",,246,4,,1,395,320,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Ocotal, Guanacaste","Toyota Coaster",,235,4,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Ocotal, Guanacaste","Hyundai H-1",,235,4,,1,250,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Ocotal, Guanacaste","Toyota HIACE",,235,4,,1,295,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Ocotal, Guanacaste","Mercedes Sprinter",,235,4,,1,375,300,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Panama, Guanacaste","Toyota Coaster",,226,4,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Panama, Guanacaste","Hyundai H-1",,226,4,,1,250,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Panama, Guanacaste","Toyota HIACE",,226,4,,1,295,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Panama, Guanacaste","Mercedes Sprinter",,226,4,,1,375,300,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Zancudo","Toyota Coaster",,360,6,,1,700,600,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Zancudo","Hyundai H-1",,360,6,,1,430,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Zancudo","Toyota HIACE",,360,6,,1,475,405,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Playa Zancudo","Mercedes Sprinter",,360,6,,1,575,500,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Poas Volcano","Toyota Coaster",,40,1,,1,280,180,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Poas Volcano","Hyundai H-1",,40,1,,1,100,70,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Poas Volcano","Toyota HIACE",,40,1,,1,145,95,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Poas Volcano","Mercedes Sprinter",,40,1,,1,205,130,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Potrero, Guanacaste","Toyota Coaster",,246,4.5,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Potrero, Guanacaste","Hyundai H-1",,246,4.5,,1,260,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Potrero, Guanacaste","Toyota HIACE",,246,4.5,,1,305,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Potrero, Guanacaste","Mercedes Sprinter",,246,4.5,,1,385,310,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Puerto Caldera","Toyota Coaster",,70,1.5,,1,300,200,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Puerto Caldera","Hyundai H-1",,70,1.5,,1,120,100,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Puerto Caldera","Toyota HIACE",,70,1.5,,1,165,125,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Puerto Caldera","Mercedes Sprinter",,70,1.5,,1,225,150,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Puerto Jimenez","Toyota Coaster",,357,6,,1,650,550,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Puerto Jimenez","Hyundai H-1",,357,6,,1,430,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Puerto Jimenez","Toyota HIACE",,357,6,,1,475,405,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Puerto Jimenez","Mercedes Sprinter",,357,6,,1,535,460,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Puerto Viejo","Toyota Coaster",,231,4.5,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Puerto Viejo","Hyundai H-1",,231,4.5,,1,245,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Puerto Viejo","Toyota HIACE",,231,4.5,,1,290,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Puerto Viejo","Mercedes Sprinter",,231,4.5,,1,385,310,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Punta Islita","Toyota Coaster",,227,5,,1,500,400,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Punta Islita","Hyundai H-1",,227,5,,1,280,250,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Punta Islita","Toyota HIACE",,227,5,,1,325,275,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Punta Islita","Mercedes Sprinter",,227,5,,1,395,320,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Punta Leona","Toyota Coaster",,86.8,1.5,,1,300,200,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Punta Leona","Hyundai H-1",,86.8,1.5,,1,120,100,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Punta Leona","Toyota HIACE",,86.8,1.5,,1,165,125,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Punta Leona","Mercedes Sprinter",,86.8,1.5,,1,225,150,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Punta Uva","Toyota Coaster",,240,4.5,,1,500,400,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Punta Uva","Hyundai H-1",,240,4.5,,1,245,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Punta Uva","Toyota HIACE",,240,4.5,,1,290,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Punta Uva","Mercedes Sprinter",,240,4.5,,1,385,310,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Puntarenas Ferry","Toyota Coaster",,85,1.5,,1,300,200,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Puntarenas Ferry","Hyundai H-1",,85,1.5,,1,120,100,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Puntarenas Ferry","Toyota HIACE",,85,1.5,,1,165,125,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Puntarenas Ferry","Mercedes Sprinter",,85,1.5,,1,225,150,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Rincon de la Viejo","Toyota Coaster",,223,4,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Rincon de la Viejo","Hyundai H-1",,223,4,,1,250,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Rincon de la Viejo","Toyota HIACE",,223,4,,1,295,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Rincon de la Viejo","Mercedes Sprinter",,223,4,,1,385,310,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Rio Celeste","Toyota Coaster",,211,4,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Rio Celeste","Hyundai H-1",,211,4,,1,245,200,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Rio Celeste","Toyota HIACE",,211,4,,1,290,225,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Rio Celeste","Mercedes Sprinter",,211,4,,1,365,290,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Rio Perdido","Toyota Coaster",,196,4,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Rio Perdido","Hyundai H-1",,196,4,,1,240,200,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Rio Perdido","Toyota HIACE",,196,4,,1,285,225,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Rio Perdido","Mercedes Sprinter",,196,4,,1,375,300,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"RIU Guanacaste","Toyota Coaster",,240,4,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"RIU Guanacaste","Hyundai H-1",,240,4,,1,250,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"RIU Guanacaste","Toyota HIACE",,240,4,,1,295,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"RIU Guanacaste","Mercedes Sprinter",,240,4,,1,375,300,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"RIU Palace","Toyota Coaster",,240,4,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"RIU Palace","Hyundai H-1",,240,4,,1,250,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"RIU Palace","Toyota HIACE",,240,4,,1,295,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"RIU Palace","Mercedes Sprinter",,240,4,,1,375,300,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Samara / Playa Carrillo","Toyota Coaster",,225,4.5,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Samara / Playa Carrillo","Hyundai H-1",,225,4.5,,1,250,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Samara / Playa Carrillo","Toyota HIACE",,225,4.5,,1,295,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Samara / Playa Carrillo","Mercedes Sprinter",,225,4.5,,1,385,310,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"San Gerardo de Dota","Toyota Coaster",,107,3.5,,1,400,300,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"San Gerardo de Dota","Hyundai H-1",,107,3.5,,1,160,120,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"San Gerardo de Dota","Toyota HIACE",,107,3.5,,1,205,145,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"San Gerardo de Dota","Mercedes Sprinter",,107,3.5,,1,295,220,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"San Gerardo de Rivas","Toyota Coaster",,153,4,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"San Gerardo de Rivas","Hyundai H-1",,153,4,,1,230,190,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"San Gerardo de Rivas","Toyota HIACE",,153,4,,1,275,215,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"San Gerardo de Rivas","Mercedes Sprinter",,153,4,,1,375,300,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"San Isidro de El General","Toyota Coaster",,155,3.5,,1,450,350,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"San Isidro de El General","Hyundai H-1",,155,3.5,,1,215,180,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"San Isidro de El General","Toyota HIACE",,155,3.5,,1,260,205,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"San Isidro de El General","Mercedes Sprinter",,155,3.5,,1,355,280,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"San Jose (Downtown)","Toyota Coaster",,17,30m,,1,200,100,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"San Jose (Downtown)","Hyundai H-1",,17,30m,,1,55,35,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"San Jose (Downtown)","Toyota HIACE",,17,30m,,1,100,50,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"San Jose (Downtown)","Mercedes Sprinter",,17,30m,,1,145,70,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"San Juanillo","Toyota Coaster",,262,5,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"San Juanillo","Hyundai H-1",,262,5,,1,280,240,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"San Juanillo","Toyota HIACE",,262,5,,1,325,265,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"San Juanillo","Mercedes Sprinter",,262,5,,1,395,320,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"San Ramon","Toyota Coaster",,48,1,,1,280,180,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"San Ramon","Hyundai H-1",,48,1,,1,90,60,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"San Ramon","Toyota HIACE",,48,1,,1,135,85,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"San Ramon","Mercedes Sprinter",,48,1,,1,215,140,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Sarapiqui,"Toyota Coaster",,84,2.5,,1,350,250,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Sarapiqui,"Hyundai H-1",,84,2.5,,1,135,100,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Sarapiqui,"Toyota HIACE",,84,2.5,,1,180,125,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Sarapiqui,"Mercedes Sprinter",,84,2.5,,1,255,180,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Secrets Papagayo","Toyota Coaster",,227,4,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Secrets Papagayo","Hyundai H-1",,227,4,,1,250,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Secrets Papagayo","Toyota HIACE",,227,4,,1,295,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Secrets Papagayo","Mercedes Sprinter",,227,4,,1,375,300,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Sierpe,"Toyota Coaster",,263,5.5,,1,520,420,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Sierpe,"Hyundai H-1",,263,5.5,,1,295,275,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Sierpe,"Toyota HIACE",,263,5.5,,1,340,300,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Sierpe,"Mercedes Sprinter",,263,5.5,,1,425,350,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Siquirres,"Toyota Coaster",,115,2.5,,1,380,280,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Siquirres,"Hyundai H-1",,115,2.5,,1,170,130,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Siquirres,"Toyota HIACE",,115,2.5,,1,215,155,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Siquirres,"Mercedes Sprinter",,115,2.5,,1,275,200,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Sixaola,"Toyota Coaster",,263,5.5,,1,500,400,,,,,0.08,,,,,,,,,,,,,,,,,,,,
